104.1+07.9 |21 44 51.2 +63 33 21.   83...481|NGC 7139     |104+07 1 |           |CURTIS 1918                     |ARO 54,VV 270,VV' 557
104.2-29.6 |23 33 24.1 +30 11 26.   83...481|Jn 1         |104-29 1 |           |JONES 1941                      |ARO 195,VV' 578
104.4-01.6 |22 30 21.4 +55 54 55.   67.30013|M 2-53       |104-01 1 |22303+5554 |MINKOWSKI 1947                  |ARO 374,VV 276,VV' 564
104.8-06.7 |22 49 30.  +51 35     a 67.30013|M 2-54       |104-06 1 |22495+5134 |MINKOWSKI 1947                  |ARO 377,EM* CDS 1406,VV 279,VV' 569
106.5-17.6 |23 23 29.4 +42 15 36.   67.30013|NGC 7662     |106-17 1 |23234+4215 |HERSCHEL 1784                   |ARO  20,VV 285,VV' 575
107.4-00.6 |22 46 34.8 +58 13 12.   72..9045|K 4-57       |         |22465+5813 |KOHOUTEK 1972                   |
107.4-02.6 |22 53 01.8 +56 26 30.   72..9045|K 3-87       |         |22529+5626 |KOHOUTEK 1972                   |
107.6-13.3 |23 20 36.0 +46 37 29.   83....46|Vy 2- 3      |107-13 1 |23206+4637 |MILLER 1945                     |VV 284,VV 284,VV' 574
107.7+07.8 |22 11 56.0 +65 39 01.   87..1248|IsWe 2       |         |           |ISHIDA et al 1987               |
107.7-02.2 |22 54 14.6 +56 53 19.   67.30013|M 1-80       |107-02 1 |22542+5653 |MINKOWSKI 1946                  |Anon. 22h54m,ARO 113,VV 281,VV' 571
107.8+02.3 |22 38 28.1 +61 01 25.   86..1121|NGC 7354     |107+02 1 |22384+6101 |LORD ROSSE 1862                 |ARO  55,VV 278,VV' 567
108.4-76.1 |00 34 47.  -13 58 42.   77...257|BoBn 1       |         |           |BOESHAAR et al 1977             |
110.1+01.9 |22 56 51.2 +61 41 37.   89.13501|PM 1-339     |         |22568+6141 |PREITE-MARTINEZ 1988            |MRMG 1
110.6-12.9 |23 36 42.0 +47 56 00.   89..1570|K 1-20       |110-12 1 |           |KOHOUTEK 1963                   |Anon.23h24m,ARO 384
111.0+11.6 |22 18 21.8 +70 40 55.   80..1011|DeHt 5       |         |           |DENGEL et al 1980               |
111.2+07.0 |22 46 12.  +66 46 42. * 71..9082|KjPn 6       |         |22472+6645 |KAZARYAN et al 1971             |K 4-58
111.8-02.8 |23 23 57.30+57 54 24.3  90..1502|Hb 12        |111-02 1 |23239+5754 |HUBBLE 1921                     |ARO 381,VV 286,VV'576
112.5+03.7 |23 10 11.00+64 23 00.0  90..1502|K 3-88       |         |           |KOHOUTEK 1972                   |
112.5-00.1 |23 22 06.  +60 40 30. * 71..9082|KjPn 8       |         |           |KAZARYAN et al 1971             |K 3-89
112.9-10.2 |23 45 16.0 +51 07 17.   83...481|A 84         |112-10 1 |23452+5107 |ABELL 1955                      |A55 70,ARO 115,VV' 581
113.6-06.9 |23 44 18.  +54 28     a 67.30013|A 83         |113-06 1 |           |ABELL 1955                      |A55 69,ARO 385,VV' 580
114.0-04.6 |23 43 20.6 +56 47 21.   83...481|A 82         |114-04 1 |23433+5646 |ABELL 1955                      |A55 68,ARO 114,VV' 579
116.2+08.5 |23 29 41.0 +70 05 40.   83...481|M 2-55       |116+08 1 |23296+7005 |MINKOWSKI 1947                  |ARO 382,VV 287,VV' 577
117.5+18.9 |22 42 12.0 +80 11 00.   89..1570|IC 1454      |117+18 1 |22419+8010 |ABELL 1955                      |A55 67,A 81,ARO 376,VV' 568
118.0-08.6 |00 16 00.0 +53 36 00.0  90..1502|Vy 1- 1      |118-08 1 |00160+5335 |VYSSOTSKY 1942                  |ARO 90,VV 2,VV' 4
118.7+08.2 |23 59 00.  +70 26     a 67.30013|A 86         |118+08 2 |           |ABELL 1955                      |A55 73,ARO 245,VV' 584
118.8-74.7 |00 44 32.9 -12 08 44.   83...481|NGC  246     |118-74 1 |00445-1207 |HERSCHEL 1785                   |ARO 43,VV 4,VV' 7
119.3+00.3 |00 17 15.00+62 42 22.0  90..1502|BV 5-1       |119+00 1 |00172+6242 |BOHM-VITENSE 1956               |ARO 199
119.4+06.5 |00 09 54.0 +68 54 00.   89..1570|A  1         |119+06 1 |           |ABELL 1955                      |A55  1,ARO 198,VV' 2
119.6-06.7 |00 25 30.2 +55 41 20.   67.30013|Hu 1-1       |119-06 1 |00255+5541 |HUMASON 1921                    |ARO 18,VV 3,VV' 5
120.0+09.8 |00 10 16.5 +72 14 39.   67.30013|NGC   40     |120+09 1 |00102+7214 |FLEMING 1912                    |ARO 1,VV 1,VV' 3
120.2-05.3 |00 29 06.  +57 06     a 83...109|Sh 2-176     |         |           |SABBADIN et al 1977             |
121.6+03.5 |00 35 55.2 +66 07 12.   89..1570|We 1-  1     |         |00359+6607 |WEINBERGER 1977                 |
121.6-00.0 |00 37 26.00+62 34 49.0  90..1502|BV 5-2       |121+00 1 |00374+6234 |BOHM-VITENSE 1956               |ARO 201,Sh 2-179
122.1-04.9 |00 42 42.0 +57 41 00.   89..1570|A  2         |122-04 1 |00426+5741 |ABELL 1955                      |A55  2,ARO 202,VV' 6
123.6+34.5 |12 31 46.6 +82 50 22.   67.30013|IC 3568      |123+34 1 |12317+8250 |AITKEN 1900                     |ARO  56,VV  63,VV' 111
124.0+10.7 |01 03 31.2 +73 17 22.   84..3036|EGB 1        |         |           |ELLIS et al 1984                |ELO 103+73,HaWe 1
124.3-07.7 |00 57 55.7 +54 47 30.   81..1143|WeSb 1       |         |           |WEINBERGER et al 1981           |
125.9-47.0 |00 57 19.  +15 28     a 67..9003|PHL 932      |         |00572+1528 |ARP et al 1967                  |
126.3+02.9 |01 21 33.0 +65 23 00.   72..9045|K 3-90       |         |01215+6523 |KOHOUTEK 1972                   |
128.0-04.1 |01 27 25.  +58 06 33.   82.13501|Simeiz 22    |         |           |SHARPLESS 1959                  |Sh 2-188
129.2-02.0 |01 39 15.  +59 55       77..1548|We 2-  5     |         |           |WEINBERGER 1977                 |
129.5+04.5 |01 54 47.4 +66 19 29.   89..1570|K 3-91       |         |           |KOHOUTEK 1972                   |
130.2+01.3 |01 53 57.9 +63 04 42.   86..1121|IC 1747      |130+01 1 |01539+6304 |FLEMING 1905                    |ARO 91,VV 7,VV' 10
130.3-11.7 |01 34 12.9 +50 12 57.   67.30013|M 1- 1       |130-11 1 |01342+5012 |MINKOWSKI 1946                  |ARO 58,VV 5,VV' 8
130.4+03.1 |01 59 54.6 +64 43 12.   89..1570|K 3-92       |         |02000+6443 |KOHOUTEK 1972                   |
130.9-10.5 |01 39 12.  +51 19     a 76.25010|NGC  650-51  |130-10 1 |01391+5119 |CURTIS 1918                     |ARO 2 ,M 76,VV 6 ,VV'9
131.4-05.4 |01 49 42.00+56 09 36.0  90..1502|BV 5-3       |131-05 1 |           |BOHM-VITENSE 1956               |ARO 203
131.5+02.6 |02 08 24.0 +63 55 00.   89..1570|A  3         |131+02 1 |           |ABELL 1955                      |A55  3,ARO 204,Sh 2-189,VV'12
132.4+04.7 |02 22 29.4 +65 34 24.   72..9045|K 3-93       |         |           |KOHOUTEK 1972                   |
133.1-08.6 |01 55 32.5 +52 39 10.   83....46|M 1- 2       |133-08 1 |01555+5239 |MINKOWSKI 1946                  |VV 8,ARO 116,VV' 11
136.1+04.9 |02 54 42.0 +64 18 00.   89..1570|A  6         |136+04 1 |02545+6417 |ABELL 1955                      |A55  5,ARO 207
136.3+05.5 |02 59 34.  +64 41 45.   82.17255|HFG 1        |         |           |HECKATHORN et al 1982           |
138.1+04.1 |03 06 51.7 +62 36 43.   83.28034|HDW  2       |         |           |HARTL et al 1983                |HaWe 2
138.8+02.8 |03 06 16.4 +61 07 39.   67.30013|IC  289      |138+02 1 |03062+6107 |HUBBLE 1921                     |ARO 86,Hb 1,VV 9,VV' 15
141.7-07.8 |02 48 44.8 +50 23 35.   83...481|A  5         |141-07 1 |           |ABELL 1955                      |A55  4,ARO 206,VV' 14
142.1+03.4 |03 32 01.24+59 53 51.4  90..1502|K 3-94       |         |03319+5953 |KOHOUTEK 1972                   |
143.6+23.8 |06 23 48.  +71 06     a 84..3036|EGB 4        |         |           |ELLIS et al 1984                |
144.3-15.5 |02 42 12.0 +42 19 59.   89..1570|A  4         |144-15 1 |02421+4222 |ABELL 1964                      |ARO 205,VV' 13
144.5+06.5 |04 02 42.  +60 47     a 76.25010|NGC 1501     |144+06 1 |04026+6047 |HERSCHEL 1787                   |ARO 44,VV 16,VV' 22
146.7+07.6 |04 21 31.16+60 00 24.1  90..1502|M 4-18       |146+07 1 |04215+6000 |MINKOWSKI 1959                  |ARO 213
147.4-02.3 |03 37 59.13+52 07 25.2  90..1502|M 1- 4       |147-02 1 |03379+5207 |MINKOWSKI 1946                  |ARO 209,VV 11,VV' 17
147.8+04.1 |04 09 10.2 +56 49 16.   83....46|M 2- 2       |147+04 1 |04091+5649 |MINKOWSKI 1947                  |ARO 211,VV 18,VV' 24
148.4+57.0 |11 11 53.3 +55 17 21.   80..2080|NGC 3587     |148+57 1 |11119+5517 |LORD ROSSE 1850                 |ARO 25,M 97,VV 59,VV'107
149.0+04.4 |04 16 41.18+56 11 04.3  90..1502|K 4-47       |         |04166+5611 |KOHOUTEK 1969                   |
149.4-09.2 |03 23 48.9 +45 13 54.   83.28034|HDW  3       |         |           |HARTL et al 1983                |HaWe 4
149.7-03.3 |03 45 25.7 +49 51 06.7  87..1248|IsWe 1       |         |           |ISHIDA et al 1987               |
151.4+00.5 |04 09 37.9 +51 43 25.   77..1548|K 3-64       |         |           |KOHOUTEK 1969                   |
153.7+22.8 |06 39 18.9 +61 50 26.   83...481|A 16         |153+22 1 |           |ABELL 1955                      |A55 11,ARO 222,VV' 47
153.7-01.4 |04 12 12.60+48 42 14.0  90..1502|K 3-65       |         |04122+4842 |KOHOUTEK 1969                   |
156.9-13.3 |03 42 10.1 +37 39 27.   87..1593|HaWe 5       |         |           |HARTL et al 1987                |
158.8+37.1 |08 37 37.8 +58 24 37.   83...481|A 28         |158+37 1 |           |ABELL 1955                      |A55 18,VV' 78
158.9+17.8 |06 15 23.2 +55 37 59.   83...481|PuWe 1       |         |           |PURGATHOFER et al 1980          |
159.0-15.1 |03 44 20.23+34 53 35.8  90..1502|IC  351      |159-15 1 |03443+3453 |BARNARD 1891                    |ARO 19,VV 12,VV' 18
160.5-00.5 |04 43 07.0 +44 22 38.   77..1547|We 1-  2     |         |           |WEINBERGER 1977                 |
161.2-14.8 |03 53 10.05+33 43 50.0  90..1502|IC 2003      |161-14 1 |03531+3343 |HUBBLE 1920                     |ARO 76,VV 15,VV' 21
163.1-00.8 |04 50 59.7 +42 11 47.   77..1547|We 1-  3     |         |           |WEINBERGER 1977                 |
164.8+31.1 |07 53 59.9 +53 33 24.   83...481|JnEr 1       |164+31 1 |07539+5333 |JONES et al 1939                |ARO 121,VV 47,VV' 74
165.5-06.5 |04 36 27.52+36 39 52.3  90..1502|K 3-67       |         |04364+3639 |KOHOUTEK 1969                   |
165.5-15.2 |04 06 08.3 +30 38 43.   66.32011|NGC 1514     |165-15 1 |04061+3038 |PICKERING 1879                  |ARO 21,VV 17,VV' 23
166.1+10.4 |05 52 40.8 +46 05 53.   86..1121|IC 2149      |166+10 1 |05526+4605 |FLEMING 1906                    |ARO 23,VV 26,VV' 37
166.4-06.5 |04 39 33.8 +36 01 15.   75..9035|CRL  618     |         |04395+3601 |WESTBROOK et al 1975            |
167.0-00.9 |05 03 11.4 +39 04 09.   83...481|A  8         |167-00 1 |           |ABELL 1955                      |A55 7,ARO 216,VV' 28
167.4-09.1 |04 33 22.12+33 33 27.0  90..1502|K 3-66       |         |04333+3333 |KOHOUTEK 1969                   |
170.3+15.8 |06 30 27.98+44 48 58.4  87..3004|NGC 2242     |         |06304+4448 |SHAW et al 1987                 |
170.7+04.6 |05 37 54.05+39 13 39.2  90..1502|K 3-69       |         |05378+3913 |KOHOUTEK 1969                   |
171.3-25.8 |03 50 36.0 +19 19 00.   89..1570|Ba 1         |171-25 1 |03506+1920 |BAADE 1935                      |ARO 87,VV 14,VV' 20
173.5+03.2 |05 39 12.  +36 07 42. d 80..1015|Pu 2         |         |           |PURGATHOFER 1980                |
173.7+02.7 |05 37 31.  +35 41 04. * 85..2007|PP 40        |         |           |TURNER et al 1985               |GM 1-66
173.7-05.8 |05 03 56.2 +30 46 07.   83...481|K 2- 1       |173-05 1 |           |KOHOUTEK 1963                   |ARO 175
174.2-14.6 |04 34 18.0 +24 57 00.   89..1570|H 3-29       |174-14 1 |04343+2456 |MAYALL 1964                     |ARO 214
178.3-02.5 |05 28 25.2 +28 56 30.   89..1570|K 3-68       |         |05284+2856 |KOHOUTEK 1969                   |We 2-21
181.5+00.9 |05 49 39.  +28 05 48. d 78..1082|Pu 1         |         |           |PURGATHOFER 1978                |
183.8+05.5 |06 13 01.2 +28 23 09.   81..1143|WeSb 2       |         |           |WEINBERGER et al 1981           |
184.0-02.1 |05 43 46.09+24 20 58.5  90..1502|M 1- 5       |184-02 1 |05437+2420 |MINKOWSKI 1946                  |ARO 123,ARO 219,VV 24,VV' 35
184.6+00.6 |05 55 40.01+25 18 31.8  90..1502|K 3-70       |         |05556+2518 |KOHOUTEK 1969                   |
184.8+04.4 |06 10 47.4 +26 53 51.   77..1548|K 3-71       |         |           |KOHOUTEK 1969                   |
189.1+19.8 |07 22 26.2 +29 35 35.   81.27752|NGC 2371-72  |189+19 1 |07224+2935 |PEASE 1917                      |ARO 45,VV 37,VV' 61
189.8+07.7 |06 34 17.8 +24 03 12.   76..9055|M 1- 7       |189+07 1 |06342+2403 |MINKOWSKI 1946                  |ARO 127,VV 30,VV' 46
190.3-17.7 |05 02 48.42+10 38 20.0  90..1502|J 320        |190-17 1 |05028+1038 |JONCKHEERE 1916                 |ARO 60,VV 20,VV' 29
192.5+07.2 |06 37 10.2 +21 27 45.   83.28034|HDW  6       |         |           |HARTL et al 1983                |HaWe 8
193.6-09.5 |05 37 56.10+12 19 47.0  90..1502|H 3-75       |193-09 1 |           |MAYALL 1964                     |ARO 218
194.2+02.5 |06 23 02.18+17 49 14.3  90..1502|J 900        |194+02 1 |06230+1749 |JONCKHEERE 1916                 |ARO 92,VV 28,VV'44
196.6-10.9 |05 39 22.0 +09 03 54.   73..9034|NGC 2022     |196-10 1 |05393+0903 |HERSCHEL 1785                   |ARO 61,VV 23,VV' 34
197.2-14.2 |05 29 06.0 +06 54 00.   89..1570|K 1- 7       |197-14 1 |           |KOHOUTEK 1963                   |A 10,ARO 176
197.4-06.4 |05 56 38.4 +10 41 32.   83...109|WeDe 1       |         |           |WEINBERGER et al 1983           |
197.8+17.3 |07 26 13.2 +21 00 51.   73..9034|NGC 2392     |197+17 1 |07262+2100 |LASELL 1853                     |ARO 24,VV 38,VV' 63
197.8-03.3 |06 08 21.1 +11 47 30.   76..9055|A 14         |197-03 1 |           |ABELL 1955                      |A55 10,ARO 125,VV' 39
198.6-06.3 |05 59 37.7 +09 39 07.   73..9034|A 12         |198-06 1 |05595+0939 |ABELL 1964                      |ARO 220
200.7+08.4 |06 57 06.0 +14 41 00.   76..9055|A 19         |200+08 1 |           |ABELL 1955                      |A55 14,ARO 130,VV' 51
201.7+02.5 |06 37 09.17+11 09 18.0  90..1502|K 4-48       |         |06371+1109 |KOHOUTEK 1969                   |
201.9-04.6 |06 11 51.0 +07 35 30.   77..1547|We 1-  4     |         |           |WEINBERGER 1977                 |
204.0-08.5 |06 02 08.4 +03 56 42.   83...481|A 13         |204-08 1 |           |ABELL 1955                      |A55  9,ARO 124,VV' 38,YM 28
204.1+04.7 |06 49 45.2 +10 01 30.   76..9055|K 2- 2       |204+04 1 |           |KOHOUTEK 1963                   |ARO 128
204.8-03.5 |06 21 14.7 +05 31 51.   77..1548|K 3-72       |         |           |KOHOUTEK 1969                   |
205.1+14.2 |07 26 14.5 +13 20 44.   83...481|A 21         |205+14 1 |           |JOHNSON et al 1971              |A55 16,A 21,ARO 388,Sh 2-274 , YM 29
205.8-26.7 |05 01 15.1 -06 13 43.   82..1530|MaC 2- 1     |         |           |MAC CONNELL 1982                |
206.4-40.5 |04 11 57.0 -12 51 42.   73..9034|NGC 1535     |206-40 1 |04119-1251 |HERSCHEL 1785                   |ARO 22,VV 19,VV' 25
208.5+33.2 |08 44 04.4 +18 03 35.   83...481|A 30         |208+33 1 |08440+1803 |ABELL 1964                      |
210.0+03.9 |06 57 49.  +04 25       77..1548|We 2- 34     |         |           |WEINBERGER 1977                 |
210.3+01.9 |06 50 56.5 +03 12 11.   76..9055|M 1- 8       |210+01 1 |           |MINKOWSKI 1946                  |ARO 129,VV  31,VV' 49
211.2-03.5 |06 33 11.0 -00 03 11.   76..9055|M 1- 6       |211-03 1 |06331-0003 |MINKOWSKI 1946                  |ARO 126,Sa 3- 1,VV 29,VV' 45
211.4+18.4 |07 52 27.6 +09 41 09.   83.28034|HDW  7       |         |           |HARTL et al 1983                |HaWe 10
211.9+22.6 |08 08 30.  +11 06 00.   84..3036|EGB 5        |         |           |ELLIS et al 1984                |
212.0+04.3 |07 02 42.29+02 51 35.5  90..1502|M 1- 9       |212+04 1 |07026+0251 |MINKOWSKI 1946                  |ARO 131,VV 32,VV'  53
214.9+07.8 |07 20 22.1 +01 51 27.   83...481|A 20         |214+07 1 |07203+0151 |ABELL 1955                      |A55 15,ARO 132,VV' 60
215.2-24.2 |05 25 09.5 -12 44 15.   73..9034|IC  418      |215-24 1 |05251-1244 |FLEMING 1891                    |ARO  3,VV 22,VV' 32
215.5-30.8 |05 00 52.4 -15 40 24.   76..9055|A  7         |215-30 1 |           |ABELL 1955                      |A55 6,ARO 215,VV' 27
215.6+03.6 |07 06 49.2 -00 43 24.   73..9034|NGC 2346     |215+03 1 |07068-0043 |MINKOWSKI 1946                  |ARO 80,M 1-10,Sa 2- 5,VV 33,VV' 54
215.6+11.1 |07 33 30.0 +02 49 00.   76..9055|K 1-11       |215+11 1 |           |KOHOUTEK 1963                   |A 22,ARO 133
216.0-00.2 |06 53 43.8 -02 49 10.   76..9055|A 18         |216-00 1 |           |ABELL 1955                      |A55 13,ARO 224,VV' 50
216.3-04.4 |06 39 06.5 -04 59 44.   77..1547|We 1-  5     |         |           |WEINBERGER 1977                 |
217.1+14.7 |07 49 01.6 +03 08 11.   73..9034|A 24         |217+14 1 |           |ABELL 1955                      |A55 17,ARO 134,VV' 73
217.4+02.0 |07 04 18.  -03 00     a 78..3006|St 3-1       |         |07043-0300 |STEPHENSON 1978                 |
218.9-10.7 |06 21 15.5 -10 11 45.   83.28034|HDW  5       |         |           |HARTL et al 1983                |HaWe 7
219.1+31.2 |08 51 31.7 +09 05 25.   83...481|A 31         |219+31 1 |08515+0905 |ABELL 1955                      |A55 20,ARO 135,Sh 2-290,VV' 81
220.3-53.9 |03 31 07.6 -26 02 15.   83...481|NGC 1360     |220-53 1 |03311-2601 |MINKOWSKI 1946                  |ARO 208,CD -26 1339,ESO 482-07,M 1- 3,VV 10,VV' 16
221.3-12.3 |06 19 24.2 -12 57 40.   73..9034|IC 2165      |221-12 1 |06194-1257 |FLEMING 1898                    |ARO 62,Sa 2- 1,VV 27,VV'43
221.5+46.3 |09 50 18.  +13 59       84..3036|EGB 6        |         |           |ELLIS et al 1984                |BN 0950+13,PG 0950+139
221.7+05.3 |07 24 06.1 -05 15 49.   83...481|M 3- 3       |221+05 1 |           |MINKOWSKI 1948                  |ARO 236,Sa 2- 8,VV' 62, Y-C 38
224.3+15.3 |08 04 14.3 -02 44 01.   76..9055|K 1-13       |224+15 1 |           |KOHOUTEK 1963                   |A 25,ARO 246
224.9+01.0 |07 15 03.6 -10 05 13.   77..1547|We 1-  6     |         |           |WEINBERGER 1977                 |
226.4-03.7 |07 00 28.6 -13 38 24.   73..9034|PB  1        |226-03 1 |07004-1338 |PEIMBERT et al 1960             |ARO 225,Sa 2- 2
226.7+05.6 |07 34 55.48-09 32 00.0  90..1502|M 1-16       |226+05 1 |07349-0932 |MINKOWSKI 1946                  |ARO 239,Sa 2-11,VV 41,VV' 66
228.2-22.1 |05 53 00.9 -22 54 27.   80..1011|DeHt 1       |         |           |DENGEL et al 1980               |LoTr  1
228.8+05.3 |07 38 00.78-11 25 29.7  90..1502|M 1-17       |228+05 1 |07380-1125 |MINKOWSKI 1946                  |ARO 240,Sa 2- 12,VV 42,VV' 67
229.6-02.7 |07 10 20.0 -16 00 36.   73..9034|K 1-10       |229-02 1 |           |KOHOUTEK 1963                   |ARO 230
231.4+04.3 |07 39 45.0 -14 14 05.   89..1570|M 1-18       |231+04 1 |           |MINKOWSKI 1946                  |Sa 2- 15,VV 44,VV' 70
231.8+04.1 |07 39 32.4 -14 37 02.   83...481|NGC 2438     |231+04 2 |07395-1437 |HERSCHEL 1827                   |ARO  46,Sa 2- 13,VV 43,VV' 69
232.0+05.7 |07 45 44.8 -14 00 12.0  90..1502|SaSt 2-  3   |         |           |SANDULEAK et al 1972            |MWC 574
232.4-01.8 |07 19 01.68-18 02 52.7  90..1502|M 1-13       |232-01 1 |07190-1802 |MINKOWSKI 1946                  |ESO 559-06,ARO 23,Sa 2- 7,VV 36,VV' 59
232.8-04.7 |07 09 05.90-19 46 00.9  90..1502|M 1-11       |232-04 1 |07090-1946 |MINKOWSKI 1946                  |ARO 229,ESO 558-14,SaSt 2- 1,VV 34,VV' 55
233.0-10.1 |06 48 34.2 -22 22 34.   87..1594|SaWe 1       |         |           |SAURER et al 1987               |
233.5-16.3 |06 24 59.9 -25 21 01.   83...481|A 15         |233-16 1 |06249-2520 |ABELL 1964                      |ARO 221,ESO 490-01
234.3-06.6 |07 04 49.3 -21 57 30.   73..9034|K 2- 3       |234-06 1 |           |KOHOUTEK 1963                   |ARO 227,ESO 558-11
234.8+02.4 |07 39 41.5 -18 05 26.   73..9034|NGC 2440     |234+02 1 |07396-1805 |HERSCHEL 1790                   |ARO 47,ESO 560-09,Sa 2- 14,VV 45,VV' 71
234.9-01.4 |07 25 45.60-20 07 12.7  90..1502|M 1-14       |235-01 1 |07257-2007 |MINKOWSKI 1946                  |ARO 237,ESO 559-11,Sa 2- 9,VV 39,VV' 64
235.3-03.9 |07 17 12.77-21 38 19.6  90..1502|M 1-12       |235-03 1 |07172-2138 |MINKOWSKI 1946                  |ARO 233,ESO 559-03,SaSt 2- 2,VV 35,VV' 58
236.0-10.6 |06 52 26.  -25 17 20.   83.28034|HaWe 9       |         |           |HARTL et al 1983                |
236.7+03.5 |07 47 58.9 -19 10 30.   76..9055|K 1-12       |236+03 1 |           |KOHOUTEK 1963                   |ARO 243,ESO 560-16
238.0+34.8 |09 36 37.1 -02 34 57.   83...481|A 33         |238+34 1 |           |ABELL 1955                      |A55 22,ARO 65,VV' 91
238.9+07.3 |08 06 30.  -19 05     a 75..9016|Sa 2- 21     |         |           |SANDULEAK 1975                  |ESO 561-16
239.6+13.9 |08 31 04.9 -15 58 38.   83...481|NGC 2610     |239+13 1 |08310-1558 |REYNOLDS 1914                   |ARO  64,Sa 2- 27,VV 48,VV' 77
239.6-12.0 |06 53 14.5 -29 03 33.5  84..1537|ESO 427-19   |239-12 1 |           |HOLMBERG et al 1978             |
240.3+07.0 |08 08 29.0 -20 22 36.   77..1548|Y-C 2- 5     |         |08084-2022 |CESCO et al 1973                |Sa 2- 22
240.3-07.6 |07 12 49.2 -27 45 01.   76..9055|M 3- 2       |240-07 1 |           |MINKOWSKI 1948                  |ARO 231,ESO 428-05,He 2- 2,Sa 3- 2,VV' 56
241.0+02.3 |07 53 03.1 -23 29 47.   73..9034|M 3- 4       |241+02 1 |07530-2330 |MINKOWSKI 1948                  |ARO 81,ESO 494-02,Sa 2- 19,VV' 75,Wray 19- 3
242.6-11.6 |07 00 55.5 -31 31 14.   73..9034|M 3- 1       |242-11 1 |07009-3131 |MINKOWSKI 1948                  |ARO 534,ESO 427- 30,He 2- 1,Sa 2-3,StWr 3- 1,VV' 52,Wray 16- 1
243.3-01.0 |07 45 23.2 -27 12 37.   81.27752|NGC 2452     |243-01 1 |07453-2712 |HERSCHEL 1837                   |ARO  93,ESO 493-11,He 2- 4,RCW 17,Sa 2- 16,VV 46,VV' 72,Wray 15- 85
243.8-37.1 |05 01 21.9 -39 49 54.2  90..1006|PRTM 1       |         |           |PENA et al 1990                 |
244.5+12.5 |08 38 00.  -20 43     a 67.30013|A 29         |244+12 1 |           |ABELL 1955                      |A55 19,ESO 563-09,VV' 79
245.4+01.6 |08 00 25.2 -27 33 31.   76..9055|M 3- 5       |245+01 1 |08004-2733 |MINKOWSKI 1948                  |ARO 244,ESO 430-10,He 2- 6,Sa 2- 20,VV' 76,Wray 16- 10
248.7+29.5 |09 43 10.0 -12 56 22.   83...481|A 34         |248+29 1 |           |ABELL 1955                      |A55 23,VV' 93
248.8-08.5 |07 27 06.  -35 39     a 67.30013|M 4- 2       |248-08 1 |07270-3539 |MINKOWSKI 1948                  |ARO 539,ESO 368-03,He 2- 3,Sa 2-1,Wray 16- 4
249.0+06.9 |08 29 36.8 -27 35 20.   72..9043|SaSt 1-  1   |         |08296-2735 |SANDULEAK et al 1972            |AS 201,MHA 382-43
249.3-05.4 |07 41 26.9 -34 38 00.   73..9034|A 23         |249-05 1 |07415-3435 |ABELL 1964                      |ARO 542,ESO 368-10
250.3+00.1 |08 07 03.8 -32 31 24.   76..9055|A 26         |250+00 1 |08070-3231 |ABELL 1964                      |ARO 545,ESO 369-05
251.1-01.5 |08 02 19.8 -34 07 30.   71..9006|K 1-21       |         |           |KOHOUTEK 1971                   |ESO 369-04
252.6+04.4 |08 29 51.9 -31 55 54.   73..9034|K 1- 1       |252+04 1 |           |KOHOUTEK 1962                   |A 27,ESO 431-14
253.5+10.7 |08 55 42.  -28 45     a 76.26001|K 1- 2       |253+10 1 |08556-2846 |KOHOUTEK 1962                   |ESO 432-14
253.9+05.7 |08 38 42.9 -32 11 26.   73..9034|M 3- 6       |254+05 1 |08386-3211 |MINKOWSKI 1948                  |ARO 553,He 2- 12,Sa 2- 29,VV' 80,Wray 16- 25
254.6+00.2 |08 19 03.  -36 04 12. d 84..1537|Ns 238       |         |08189-3602 |NORDSTROM 1975                  |ESO 370-09
255.3-59.6 |02 55 09.8 -44 22 20.   77..1134|Lo  1        |         |           |LONGMORE 1977                   |ESO 247-13,K 1-26
255.7+03.3 |08 34 19.3 -35 05 23.   77..1548|Wray 16- 22  |         |           |WRAY 1966                       |ESO 370-18,Sa 2-28
257.1-02.6 |08 14 22.6 -39 42 33.   88.30003|Vo 2         |         |           |VOLK 1988                       |PM 1-38
257.5+00.6 |08 29 06.  -38 09 42. d 76.26001|VBRC 1       |         |           |VAN DEN BERGH et al 1973        |ESO 313-01,RCW 21,Wray 19- 11
258.0-15.7 |07 13 22.  -46 52 06. d 77..2615|Wray 17-  1  |         |07133-4652 |WRAY 1966                       |ESO 256-19,Lo 3,Sa 2- 6,StWr 3- 2
258.1-00.3 |08 26 38.0 -39 13 41.   73..9034|He 2-  9     |258-00 1 |08266-3913 |HENIZE 1964                     |AS 200,ESO 312-05,MHa 392- 16,Sa 2- 26,Wray 16- 21
259.1+00.9 |08 35 17.  -39 15 54. d 76.26001|He 2- 11     |259+00 1 |           |HENIZE 1964                     |ESO 313-05,Wray 16- 23
260.7+00.9 |08 40 26.  -40 33 18. d 78..1991|Vo 3         |         |08355-4027 |VOLK 1988                       |PM 1-41
260.7-03.3 |08 21 57.5 -43 02 59.   66.30012|Wray 16- 20  |         |           |WRAY 1966                       |
261.0+32.0 |10 22 21.3 -18 23 23.   73..9034|NGC 3242     |261+32 1 |10223-1823 |HERSCHEL 1785                   |ARO 4,ESO 568-05,VV 57,VV' 98
