007.8-03.7 |18 14 13.  -24 00 00. d 81..1503|M 2-34       |  7-03 1 |           |MINKOWSKI 1947                  |ESO 522-12,He 2- 382,Sa 3-127,VV 166,VV' 382,Wray 16- 402
007.8-04.4 |18 17 05.0 -24 16 27.   76..9055|H 1-65       |  7-04 1 |18170-2416 |HARO 1952                       |ARO 273,AS 301,ESO 522-18,He 2- 389,MHa 304-145,VV' 393,Wray 16- 407
007.9+10.1 |17 23 44.4 -16 45 57.   78..1561|MaC 1- 4     |         |           |MAC CONNELL 1978                |
008.0+03.9 |17 46 17.2 -19 59 41.   73..9034|NGC 6445     |  8+03 1 |17462-1959 |PICKERING 1882                  |ARO  67,He 2- 290,Sa 2-248,ESO 589-09,VV 118,VV' 260
008.1-04.7 |18 18 57.5 -24 12 09.   76..9055|M 2-39       |  8-04 1 |18189-2412 |MINKOWSKI 1947                  |ESO 522-20,He 2- 391,Sa 2-329,VV 174,VV' 395,Wra y 15-1866
008.2+06.8 |17 36 01.63-18 15 57.5  90..1502|He 2-260     |  8+06 1 |17360-1815 |HENIZE 1964                     |AS 235,ESO 588-14,SaSt 2-15
008.2-04.8 |18 19 28.1 -24 11 00.   76..9055|M 2-42       |  8-04 2 |18194-2410 |MINKOWSKI 1947                  |ESO 522-21,He 2- 393,Sa 2-331,VV 177,VV' 398,Wray 16- 409
008.3-01.1 |18 05 24.2 -22 17 23.   76..9055|M 1-40       |  8-01 1 |18054-2217 |MINKOWSKI 1946                  |AS 278,ESO 590-02,He 2- 352,MHa 79- 25,Sa 2-302,VV 151,VV' 352
008.3-07.3 |18 29 29.9 -25 09 59.2  83..1405|NGC 6644     |  8-07 2 |18295-2510 |PICKERING 1885                  |ESO 522-23,He 2- 408,Sa 2-343,VV 188,VV' 417,Wray 16- 415
008.4-03.6 |18 15 21.  -23 26 06. d 81..1551|H 1-64       |  8-03 1 |18153-2326 |HARO 1952                       |ESO 522-15,He 2-386,Sa 3-130,VV' 389,Wray 15-1857
008.6-02.6 |18 11 49.1 -22 44 53.   78..1561|MaC 1-11     |         |           |MAC CONNELL 1978                |
008.6-07.0 |18 28 49.  -24 48 30. d 81..1503|He 2-406     |  8-07 1 |18288-2448 |HENIZE 1964                     |ARO 280,ESO 522-31,Sa 2-342,Wray 16- 413
008.8+05.2 |17 43 13.  -18 38 30. d 81..1551|Th 4- 2      |  8+05 1 |17432-1838 |THE 1964                        |ESO 589-03,He 2- 281,Sa 3- 72
009.0+04.1 |17 47 31.6 -19 02 24.   81..1550|Th 4- 5      |  9+04 1 |17475-1902 |THE 1964                        |ESO 589-11,He 2- 293,Sa 2-252
009.3+02.8 |17 53 00.0 -19 28 00.   76..9055|Th 4- 9      |  9+02 1 |17530-1929 |THE 1964                        |ARO 266,ESO 589-21
009.3+04.1 |17 48 00.8 -18 46 00.   76..9055|Th 4- 6      |  9+04 2 |17480-1846 |THE 1964                        |ARO 262,ESO 589-12,Sa 2-254
009.4-05.0 |18 22 41.2 -23 13 45.   73..9034|NGC 6629     |  9-05 1 |18226-2313 |HERSCHEL 1868                   |ARO 30,ESO 522-26,He 2- 399,Sa 2-335,VV 179,VV' 403,Wray 15-1869
009.4-09.8 |18 41 38.  -25 24 42. d 81..1503|M 3-32       |  9-09 1 |18416-2524 |MINKOWSKI 1948                  |ESO 523-06,He 2- 420,Sa 2-362,VV' 445
009.6+10.5 |17 26 12.  -15 11     a 67.30013|A 41         |  9+10 1 |17262-1510 |ABELL 1955                      |A55 29,He 2- 236,Sa 2-205,VV' 202
009.6+14.8 |17 11 14.9 -12 51 11.   73..9034|NGC 6309     |  9+14 1 |17112-1251 |PICKERING 1882                  |ARO 66,He 2- 206,Sa 2-181,VV 96,VV' 171
009.6-10.6 |18 45 07.  -25 32 12. d 81..1503|M 3-33       |  9-10 1 |18451-2532 |MINKOWSKI 1948                  |ESO 523-09,He 2- 423,Sa 2-367,VV' 452,Wray 16- 420
009.8-04.6 |18 22 03.  -22 36 36. d 81..1503|H 1-67       |  9-04 1 |18220-2236 |HARO 1952                       |ESO 522-25,He 2- 398,Sa 2-334,VV' 402
009.8-07.5 |18 33 20.3 -23 57 52.   89...191|GJJC 1       |         |           |GILLETT et al 1989              |
010.1+00.7 |18 02 15.5 -19 50 30.   73..9034|NGC 6537     | 10+00 1 |18021-1950 |PICKERING 1882                  |ARO 52,ESO 590-01,He 2- 340,My 115,Sa 2-294,VV 147,VV' 339
010.4+04.5 |17 49 09.6 -17 35 34.   76..9055|M 2-17       | 10+04 1 |17491-1735 |MINKOWSKI 1947                  |ESO 589-14,He 2- 298,Sa 2-255,VV 122,VV' 274
010.6+03.2 |17 54 11.  -18 06 24. d 81..1551|Th 4-10      | 10+03 1 |17541-1806 |THE 1964                        |ESO 589-23,He 2- 311,Sa 3-99
010.7+07.4 |17 39 10.  -15 54 48. d 75..9016|Sa 2-230     |         |17391-1554 |SANDULEAK 1975                  |
010.7-06.4 |18 30 53.2 -22 41 01.   73..9034|IC 4732      | 10-06 1 |18308-2241 |FLEMING 1901                    |ARO 71,ESO 523-01,He 2- 410,Sa 2-345,VV 191,VV' 424,Y-C  2- 24
010.7-06.7 |18 31 50.  -22 45 48. d 81..1503|Pe 1-13      | 10-06 2 |18318-2245 |PEREK 1960                      |ESO 523-03,Sa 2-348,VV' 427
010.8+18.0 |17 02 52.5 -10 04 31.   73..9034|M 2- 9       | 10+18 2 |17028-1004 |MINKOWSKI 1947                  |MHa 362-  8,VV  92,VV' 161
010.8-01.8 |18 13 18.6 -20 28 04.   73..9034|NGC 6578     | 10-01 1 |18132-2028 |PICKERING 1882                  |ARO 70,ESO 590-12,He 2- 381,Sa 2-322,VV 163,VV' 376
011.0+05.8 |17 45 26.31-16 27 47.1  90..1502|NGC 6439     | 11+05 1 |17454-1627 |PICKERING 1882                  |ARO  95,He 2- 287,Sa 2-245,VV 117,VV' 256,Y-C 2- 21
011.0+06.2 |17 44 01.0 -16 16 20.   76..9055|M 2-15       | 11+06 1 |17440-1616 |MINKOWSKI 1947                  |He 2- 284,Sa 2-242,VV 114,VV' 249
011.0-05.1 |18 26 11.  -21 48 54. d 81..1551|M 1-47       | 11-05 1 |18261-2148 |MINKOWSKI 1946                  |ESO 591-02,He 2- 403,Sa 2-338,VV 184,VV' 409
011.1+07.0 |17 41 49.  -15 44 00. d 75..9016|Sa 2-237     |         |           |SANDULEAK 1975                  |
011.1+11.5 |17 25 44.63-13 23 57.4  90..1502|M 2-13       | 11+11 1 |17257-1323 |MINKOWSKI 1947                  |He 2-230,Sa 2-203,VV 100,VV' 198
011.3+02.8 |17 57 14.00-17 40 24.0  90..1502|Th 4-11      | 11+02 1 |17572-1740 |THE 1964                        |ARO 267,ESO 589-25,He 2- 322
011.3-09.4 |18 43 32.  -23 30 06. d 81..1503|H 2-48       | 11-09 1 |18435-2330 |HARO 1952                       |AS 957,ESO 523-07,He 2- 422,MHa 152- 1,My 121,SaSt 2-23,VV' 449,Wray 16-419,Y-C 2- 30
011.7-00.0 |18 08 52.  -18 46 48. d 81..1551|M 1-43       | 11-00 1 |           |MINKOWSKI 1946                  |ESO 590-05,He 2- 363,VV 156,Sa 3-122,VV' 361
011.7-00.6 |18 10 48.2 -19 05 13.   73..9034|NGC 6567     | 11-00 2 |18108-1905 |PICKERING 1882                  |ARO 69,ESO 590-08,He 2-369,Sa 2-314,VV 160,VV' 372
011.7-06.6 |18 33 34.  -21 51 30. d 81..1551|M 1-55       | 11-06 1 |18335-2151 |MINKOWSKI 1946                  |ESO 591-10,He 2- 414,SaSt 2-22,VV 195,VV' 431
011.9+04.2 |17 53 26.0 -16 28 39.   76..9055|M 1-32       | 11+04 1 |17534-1628 |MINKOWSKI 1946                  |He 2- 309,Sa 2-268,VV 130,VV' 292
012.2+04.9 |17 51 28.0 -15 55 20.   88..1632|PM 1-188     |         |17514-1555 |PREITE-MARTINEZ 1988            |HuBi 1
012.5-09.8 |18 47 25.  -22 37 54. d 81..1503|M 1-62       | 12-09 1 |18474-2237 |MINKOWSKI 1946                  |ESO 523-10,He 2- 424,Sa 2-369,VV 207,VV' 457
012.6-02.7 |18 20 11.0 -19 18 41.   76..9055|M 1-45       | 12-02 1 |18201-1918 |MINKOWSKI 1946                  |ARO 276,ESO 590-18,He 2- 395,VV 178,VV' 399
013.0-04.3 |18 27 02.  -19 42 42. d 81..1551|Pe 2-14      | 13-04 1 |18271-1942 |PEREK 1960                      |ESO 591-04,Sa 2-340,VV' 412
013.1+04.1 |17 56 06.  -15 32 06. * 75..9016|M 1-33       | 13+04 1 |17561-1532 |MINKOWSKI 1946                  |He 2- 321,Sa 2-275,VV 134,VV' 309,Y-C 2-22
013.3+32.7 |16 18 30.44-00 09 06.6  90..1502|Sn 1         | 13+32 1 |           |SHANE                           |
013.4-03.9 |18 26 33.0 -19 07 47.   76..9055|M 1-48       | 13-03 1 |18265-1908 |MINKOWSKI 1946                  |ESO 591-03,He 2- 404,Sa 2-339,VV 185,VV' 411
013.7-10.6 |18 52 30.8 -21 53 33.   73..9018|Y-C 2-32     |         |18525-2153 |CESCO et al 1973                |ESO 592-06,Sa 2-376
013.8-02.8 |18 23 07.5 -18 13 53.   87..1594|SaWe 3       |         |           |SAURER et al 1987               |
013.8-07.9 |18 42 37.  -20 38 12. d 81..1551|PC 21        | 13-07 1 |           |PEIMBERT et al 1961             |ESO 591-16,Sa 2-364,Y-C 2-28
014.0-05.5 |18 33 34.70-19 22 00.0  90..1502|V-V 3-5      |         |18335-1922 |VORONCOV-VEL'JAMINOV et al 1972 |ESO 591-09,He 3-1716,Sa 1- 7,Sa 2-351,V-V Anon.2
014.2+04.2 |17 58 16.  -14 30 18. d 67.30013|Sa 3-111     |         |17582-1430 |SANDULEAK 1973                  |
014.2-07.3 |18 41 04.  -19 58 00. d 81..1551|M 3-31       | 14-07 1 |18410-1958 |MINKOWSKI 1948                  |ESO 591-15,He 2- 419,Sa 2-361,VV' 444
014.3-05.5 |18 34 14.53-19 04 57.6  90..1502|V-V 3-6      |         |18342-1904 |VORONCOV-VEL'JAMINOV et al 1972 |ESO 591-11,Sa 2-352,V-V Anon. 3,Y-C 2-25
014.6-04.3 |18 30 25.2 -18 18 49.   76..9055|M 1-50       | 14-04 1 |18304-1818 |MINKOWSKI 1946                  |ESO 591-07,He 2- 409,Sa 2-344,VV 189,VV' 421,Y-C  2- 23
014.7-11.8 |18 59 16.9 -21 31 14.   87..1594|SaWe 4       |         |           |SAURER et al 1987               |
014.8-25.6 |19 55 10.3 -26 36 24.   83.28034|HDW 12       |         |           |HARTL et al 1983                |HaWe 14
014.9+06.4 |17 51 36.0 -12 47 47.   76..9055|K 2- 5       | 14+06 1 |           |KOHOUTEK 1963                   |ARO 265
014.9-03.1 |18 26 16.7 -17 29 14.   73..9055|SaSt 3-166   |         |           |SANDULEAK et al 1973            |
015.4-04.5 |18 32 53.5 -17 38 38.   76..9055|M 1-53       | 15-04 1 |18328-1738 |MINKOWSKI 1946                  |ESO 591-08,He 2- 412,Sa 2-349,VV 193,VV' 428
015.6-03.0 |18 27 17.5 -16 47 32.   76..9055|A 44         | 15-03 1 |           |ABELL 1955                      |A55 32,ARO 278,VV' 413
015.9+03.3 |18 04 41.  -13 29 18. d 76.26001|M 1-39       | 15+03 1 |18046-1329 |MINKOWSKI 1946                  |He 2- 351,VV 150,VV' 349
016.0+13.5 |17 28 48.  -08 17     a 67.30013|A 42         | 16+13 1 |17288-0816 |ABELL 1955                      |A55 30,VV' 213
016.0-04.3 |18 33 14.4 -17 02 30.   76..9055|M 1-54       | 16-04 1 |18332-1702 |MINKOWSKI 1946                  |He 2- 413,Sa 2-350,VV 194,VV' 430
016.1-04.7 |18 34 52.2 -17 08 25.   76..9055|M 1-56       | 16-04 2 |18348-1708 |MINKOWSKI 1946                  |He 2- 415,Sa 2-353,VV 196,VV' 432
016.4-01.9 |18 25 04.5 -15 34 53.   73..9034|M 1-46       | 16-01 1 |18250-1534 |MINKOWSKI 1946                  |ARO 387,He 2- 401,SaSt 2-21,VV 182,VV' 406
016.9-02.0 |18 26 28.  -15 09 42. d 76.26001|Sa 3-134     |         |18264-1509 |SANDULEAK 1976                  |
017.3-21.9 |19 43 34.3 -23 15 36.   83...481|A 65         | 17-21 1 |19435-2315 |ABELL 1964                      |ARO 26,ESO 526-03,Sh 2- 52,VV' 513
017.6-10.2 |18 58 06.0 -18 16 33.   83...481|A 51         | 17-10 1 |18581-1816 |ABELL 1955                      |A55 38,ARO 300,VV' 471
017.7-02.9 |18 31 07.0 -14 54 48.   76..9055|M 1-52       | 17-02 1 |18311-1454 |MINKOWSKI 1946                  |ARO 283,Sa 2-346,VV 192,VV' 46
017.9-04.8 |18 38 23.0 -15 36 40.   76..9055|M 3-30       | 17-04 1 |18383-1536 |MINKOWSKI 1948                  |ARO 288,Sa 3-143,VV' 438
018.0+20.1 |17 10 13.8 -03 12 27.   76..9055|Na 1         | 18+20 1 |17102-0312 |NASSAU 1964                     |Sa 2-179
018.6-02.2 |18 30 13.78-13 46 38.0  90..1502|M 3-54       | 18-02 1 |18302-1346 |MINKOWSKI 1948                  |Sa 3-137,VV' 420
018.9+03.6 |18 09 23.18-10 43 45.9  90..1502|M 4- 8       | 18+03 1 |18093-1043 |MINKOWSKI 1948                  |ARO 270,Sa 3-123
018.9+04.1 |18 07 40.  -10 29 48.   67.30013|M 3-52       | 18+04 1 |           |MINKOWSKI 1948                  |VV' 358
019.2-02.2 |18 31 24.52-13 14 47.7  90..1502|M 4-10       | 19-02 1 |18313-1314 |MINKOWSKI 1948                  |ARO 284,Sa 2-347
019.4-05.3 |18 43 04.40-14 30 51.1  90..1502|M 1-61       | 19-05 1 |18430-1430 |MINKOWSKI 1946                  |Sa 2-365,VV 205,VV' 448
019.4-13.6 |19 14 10.2 -18 06 59.   80..1011|DeHt 3       |         |           |DENGEL et al 1980               |ESO 593-09,DHW 1-1
019.4-19.6 |19 37 36.  -20 34     a 67.30013|K 2- 7       | 19-19 1 |           |KOHOUTEK 1962                   |ESO 594-10
019.7+03.2 |18 12 31.  -10 11 12. d 75..9016|M 3-25       | 19+03 1 |18125-1011 |MINKOWSKI 1948                  |Sa 2-318,VV' 377
019.7-04.5 |18 40 48.25-13 47 52.3  90..1502|M 1-60       | 19-04 1 |18408-1347 |MINKOWSKI 1946                  |Sa 2-359,VV 203,VV' 443
019.8+05.6 |18 04 18.  -08 56 24. * 89.50014|CTS 1        |         |           |CAPELLARO et al 1989            |
019.8-23.7 |19 54 34.8 -21 44 43.   76..9055|A 66         | 19-23 1 |19545-2144 |ABELL 1955                      |A55 53,ARO 339,ESO 595-04,VV' 519
019.9+00.9 |18 21 21.  -11 08 24. d 76.26001|M 3-53       | 19+00 1 |18213-1108 |MINKOWSKI 1948                  |Sa 3-132,VV' 400
020.2-00.6 |18 27 30.  -11 39     a 67.30013|A 45         | 20-00 1 |           |ABELL 1955                      |A55 33,VV' 415
020.7-05.9 |18 47 54.80-13 34 36.4  90..1502|Sa 1-8       |         |18479-1334 |SANDULEAK 1974                  |AS 326,MHa 204-32,Sa 2-370
020.9-01.1 |18 30 42.  -11 09 42. d 76.26001|M 1-51       | 21-01 1 |18307-1109 |MINKOWSKI 1946                  |He 2- 411,VV 190,VV' 423
021.1-05.9 |18 48 41.6 -13 14 14.   76..9055|M 1-63       | 21-05 1 |18486-1314 |MINKOWSKI 1946                  |Sa 2-371,VV 209,VV' 459
021.2-03.9 |18 41 19.4 -12 16 04.   77..1547|We 1-  7     |         |18413-1216 |WEINBERGER 1977                 |
021.7-00.6 |18 30 28.9 -10 17 26.   76..9055|M 3-55       | 21-00 2 |           |MINKOWSKI 1948                  |ARO 282,Sa 3-138,VV' 422
021.8-00.4 |18 29 55.6 -10 08 05.   76..9055|M 3-28       | 21-00 1 |18299-1008 |MINKOWSI 1948                   |ARO 281,Sa 3-136,VV' 418
022.0-03.1 |18 40 10.3 -11 09 54.   76..9055|M 1-58       | 22-03 1 |           |MINKOWSKI 1946                  |Sa 2-357,VV 201,VV' 440
022.1-02.4 |18 37 34.0 -10 42 37.   76..9055|M 1-57       | 22-02 1 |18375-1042 |MINKOWSKI 1946                  |ARO 287,Sa 2-356,VV 199,VV' 436
022.5+01.0 |18 25 51.1 -08 45 23.   78..1561|MaC 1-13     |         |18258-0845 |MAC CONNELL 1978                |
022.5+04.8 |18 12 31.  -06 58 12. * 82.30016|MA  2        |         |           |MAEHARA 1982                    |
023.0+04.3 |18 15 07.  -06 49 36. * 82.30016|MA  3        |         |           |MAEHARA 1982                    |
023.3-07.6 |18 58 33.8 -12 02 43.   67.30013|MaC 1-16     |         |           |MAC CONNELL 1978                |
023.8-01.7 |18 38 23.18-08 58 52.2  90..1502|K 3-11       | 23-01 2 |18383-0858 |KOHOUTEK 1964                   |Sa 3-144
023.9+01.2 |18 27 48.  -07 29 48. * 82.30016|MA 13        |         |           |MAEHARA 1982                    |
023.9-02.3 |18 40 35.89-09 07 51.6  90..1502|M 1-59       | 23-02 1 |18405-0907 |MINKOWSKI 1946                  |ARO 289,Sa 2-358,VV 202,VV' 442
024.1+03.8 |18 18 43.0 -06 03 26.   76..9055|M 2-40       | 24+03 1 |18187-0603 |MINKOWSKI 1947                  |ARO 275,MA  5,VV 175,VV' 396
024.2+05.9 |18 11 39.  -05 00 18.   67.30013|M 4- 9       | 24+05 1 |18116-0500 |MINKOWSKI 1948                  |MA  1,Sa 3-125
024.2-05.2 |18 51 32.  -10 09 00. d 75..9016|M 4-11       | 24-05 1 |18515-1009 |SHAPLEY                         |Sa 2-373
024.3-03.3 |18 45 04.  -09 12 30. d 67.30013|Pe 1-17      | 24-03 1 |18450-0912 |PEREK 1960                      |Sa 3-147,VV' 454
024.8-02.7 |18 43 51.  -08 31 18. * 76.26001|M 2-46       | 24-02 1 |18437-0831 |MINKOWSKI 1947                  |Sa 3-146,VV 206,VV' 451
025.0-11.6 |19 16 30.0 -12 20 26.   76..9055|A 60         | 25-11 1 |           |ABELL 1955                      |A55 47,ARO 314,VV' 493
025.3+40.8 |16 09 23.3 +12 12 08.   73..9034|IC 4593      | 25+40 1 |           |FLEMING 1907                    |ARO  27,VV 79,VV' 133
025.3-04.6 |18 51 36.1 -08 57 22.   81..1550|K 4- 8       | 25-04 1 |18516-0851 |KOHOUTEK 1964                   |Sa 2-374
025.4-04.7 |18 51 52.6 -08 53 40.   67.30013|IC 1295      | 25-04 2 |18519-0853 |CURTIS 1919                     |ARO  8,VV 213,VV' 465
025.8-17.9 |19 41 09.0 -14 16 21.   73..9034|NGC 6818     | 25-17 1 |19411-1416 |HERSCHEL 1787                   |ARO  12,Sa 2-392,VV 241,VV' 511
025.9-00.9 |18 39 24.  -06 44     a 76.26001|Pe 1-14      | 25-00 1 |           |PEREK 1960                      |VV' 439
025.9-02.1 |18 43 42.47-07 17 49.9  90..1502|Pe 1-15      | 25-02 1 |18436-0717 |PEREK 1960                      |Sa 3-145,VV' 450
025.9-10.9 |19 15 33.1 -11 11 42.   76..9055|Na 2         | 26-11 1 |19155-1111 |NASSAU 1964                     |AS 350,MHa 319- 34,Sa 2-387
026.0-01.8 |18 42 45.77-07 00 09.6  90..1502|Pe 2-15      | 26-01 2 |           |PEREK 1960                      |VV' 447
026.3-02.2 |18 44 50.6 -06 57 17.   73..9034|Pe 1-16      | 26-02 1 |18448-0657 |PEREK 1960                      |ARO 291,Sa 2-366,Th 1- C,VV' 453
026.5-03.0 |18 48 03.0 -07 05 06.   76..9055|Pe 1-19      | 26-02 3 |18470-0705 |PEREK 1960                      |ARO 293,Sa 2-368,VV' 456
026.6-01.5 |18 42 54.10-06 21 42.0  90..1502|K 4- 5       | 26-01 1 |18429-0621 |KOHOUTEK 1964                   |
027.3-02.1 |18 46 06.  -05 59 30. d 76.26001|Pe 1-18      | 27-02 1 |18461-0559 |PEREK 1960                      |Sa 3-148,Th 1- D,VV' 455
027.3-03.4 |18 50 48.  -06 33     a 67.30013|A 49         | 27-03 1 |           |ABELL 1955                      |A55 37,VV' 461
027.4-03.5 |18 51 20.75-06 30 08.7  90..1502|Vy 1- 4      | 27-03 2 |18513-0630 |VYSSOTSKY 1942                  |Sa 2-372,Th 1- E,VV 211,VV' 462
027.6+04.2 |18 24 03.09-02 44 48.4  90..1502|M 2-43       | 27+04 1 |18240-0244 |MINKOWSKI 1947                  |ARO 277,MA  9,Sa 3-133,VV 180,VV' 404
027.6+16.9 |17 39 10.5 +03 08 27.   80..1011|DeHt 2       |         |           |DENGEL et al 1980               |
027.6-09.6 |19 13 44.32-09 07 59.2  90..1502|IC 4846      | 27-09 1 |19137-0908 |FLEMING 1901                    |ARO 103,AS 348,VV 226,VV' 488,Sa 2-385
027.7+00.7 |18 36 43.0 -04 22 36.   76..9055|M 2-45       | 27+00 1 |18367-0422 |MINKOWSKI 1947                  |ARO 286,Sa 3-141,Th 1- B,VV 198,VV' 43
028.0+10.2 |18 03 27.4 +00 22 16.   81..1143|WeSb 3       |         |           |WEINBERGER et al 1981           |
028.2-04.0 |18 54 36.6 -06 03 43.   76..9055|Pe 1-20      | 28-04 1 |18546-0604 |PEREK 1960                      |ARO 298,Sa 2-377,Th 1- G,VV' 468
028.5+01.6 |18 34 59.  -03 08 36. d 75..9016|M 2-44       | 28+01 1 |18349-0308 |MINKOWSKI 1947                  |Sa 2-354,Th 1- A,VV 197,VV' 433
028.5+05.1 |18 22 25.00-01 32 36.5  90..1502|K 3- 2       | 28+05 1 |18224-0132 |KOHOUTEK 1964                   |
028.7+02.7 |18 31 36.98-02 30 01.0  90..1502|K 3- 7       | 28+02 1 |18316-0230 |KOHOUTEK 1964                   |ARO 285,MA 19,Sa 3-140
028.7-03.9 |18 55 10.  -05 31 42. d 76.26001|Pe 1-21      | 28-03 1 |18551-0531 |PEREK 1960                      |Sa 3-150,Th 1- H,VV' 469
029.0+00.4 |18 40 12.  -03 16     a 76.26001|A 48         | 29+00 1 |18401-0316 |ABELL 1955                      |A55 36,VV' 441
029.2-00.0 |18 42 15.8 -03 23 43.   91..3001|TDC 1        |         |           |THOMPSON et al 1991             |IR 29.211
029.2-05.9 |19 03 15.0 -06 04 07.   73..9034|NGC 6751     | 29-05 1 |19032-0604 |FLEMING 1907                    |ARO 101,Sa 2-382,Th 1- J,VV 219,VV' 477
029.8-07.8 |19 11 14.9 -06 24 03.   88..1266|LSA 1        |         |           |LUNDSTROM et a 1988             |
030.6+06.2 |18 22 25.7 +00 49 55.   83..3100|Sh 2- 68     |         |           |FESEN et al 1983                |HDW 9,Simeiz 291,YM 15
030.8+03.4 |18 32 48.0 -00 16 00.   76..9055|A 47         | 30+03 1 |18328-0016 |ABELL 1955                      |A55 35,ARO 138,VV' 429
031.0+04.1 |18 30 43.90+00 09 26.9  90..1502|K 3- 6       | 30+04 1 |18307+0009 |KOHOUTEK 1964                   |
031.0-10.8 |19 24 20.7 -06 41 00.   76..9055|M 3-34       | 31-10 1 |19243-0641 |MINKOWSKI 1948                  |ARO 322,Sa 2-390,VV' 498
031.2+05.9 |18 24 37.1 +01 12 37.   67.30013|K 3- 3       | 31+05 1 |18246+0112 |KOHOUTEK 1964                   |
031.3-00.5 |18 47 49.  -01 43 42. * 83.28035|HaTr 10      |         |           |HARTL et al 1983                |S 2-68
031.7+01.7 |18 40 29.3 -00 19 37.   76..9055|PC 20        | 31+01 1 |18404-0019 |PEIMBERT et al 1961             |ARO 140
031.9-00.3 |18 48 05.2 -01 06 48.   81..1143|WeSb 4       |         |           |WEINBERGER et al 1981           |
032.0-03.0 |18 57 58.0 -02 16 13.   76..9055|K 3-18       | 32-03 1 |18579-0216 |KOHOUTEK 1964                   |ARO 299,Sa 3-152
032.1+07.0 |18 22 13.61+02 27 45.0  90..1502|PC 19        | 32+07 2 |18221+0227 |PEIMBERT et al 1961             |ARO 136
032.5-03.2 |18 59 34.1 -01 53 03.   81..1550|K 3-20       | 32-03 2 |18595-0153 |KOHOUTEK 1964                   |Sa 3-153
032.7+05.6 |18 28 29.5 +02 23 26.   73..9034|K 3- 4       | 32+05 1 |18284+0223 |KOHOUTEK 1964                   |ARO 279
032.7-02.0 |18 55 51.22-01 07 53.0  90..1502|M 1-66       | 32-02 1 |18558-0107 |MINKOWSKI 1946                  |Sa 2-378,VV 216,VV' 470
032.9+07.8 |18 20 52.10+03 34 51.6  90..1502|K 3- 1       | 32+07 1 |           |KOHOUTEK 1964                   |
032.9-02.8 |18 59 01.30-01 23 28.5  90..1502|K 3-19       | 32-02 2 |18590-0123 |KOHOUTEK 1964                   |ARO 301,Sa 2-379
033.0-05.3 |19 07 54.0 -02 26 00.   89..1570|A 55         | 33-05 1 |19078-0225 |ABELL 1955                      |A55 43,VV' 480
033.1-06.3 |19 11 51.6 -02 47 41.   83...481|NGC 6772     | 33-06 1 |19119-0247 |PICKERING 1879                  |ARO 102,Sa 2-384,VV 224,VV' 486
033.2-01.9 |18 56 17.  -00 37 06. d 76.26001|Sa 3-151     |         |18563-0037 |SANDULEAK 1976                  |
033.8-02.6 |19 00 02.0 -00 31 12.   73..9034|NGC 6741     | 33-02 1 |19000-0031 |PICKERING 1885                  |ARO 53,J 475,Sa 2-380,VV 217,VV' 474
034.0+02.2 |18 42 53.06+01 58 11.4  90..1502|K 3-13       | 34+02 1 |18428+0158 |KOHOUTEK 1964                   |ARO 290
034.1-10.5 |19 28 29.2 -03 48 47.   83.28034|HDW 11       |         |           |HARTL et al 1983                |HaWe 13
034.3+06.2 |18 29 16.8 +04 02 59.   67.30013|K 3- 5       | 34+06 1 |18292+0402 |KOHOUTEK 1964                   |
034.5-06.7 |19 15 49.4 -01 41 24.   73..9034|NGC 6778     | 34-06 1 |19158-0141 |PICKERING 1882                  |ARO 72,Sa 2-388,VV 227,VV' 491
034.6+11.8 |18 09 41.7 +06 50 37.   73..9034|NGC 6572     | 34+11 1 |18096+0650 |STRUVE 1825                     |ARO 7,VV 159,VV' 370
035.1-00.7 |18 55 36.  +01 33     a 67.30013|Ap 2-1       | 35-00 1 |           |APRIAMASVILI 1962               |ARO 143
035.7-05.0 |19 12 06.00+00 08 22.0  90..1502|K 3-26       | 35-05 1 |19120+0008 |KOHOUTEK 1964                   |ARO 309
035.9-01.1 |18 58 28.7 +02 05 05.   83...481|Sh 2- 71     | 36-01 1 |18594+0204 |SHARPLESS 1959                  |ARO  31,V-V 1-9,VV'473
036.0+17.6 |17 51 11.1 +10 37 53.   83...481|A 43         | 36+17 1 |17511+1037 |ABELL 1955                      |A55 31,,ARO 181,VV' 284
036.1-57.1 |22 26 55.0 -21 05 38.   83...481|NGC 7293     | 36-57 1 |22267-2102 |CURTIS 1918                     |ARO  17,VV 275,VV' 563
036.9-01.1 |19 00 28.9 +02 57 54.   83.28035|HaTr 11      |         |           |HARTL et al 1983                |
036.9-02.6 |19 05 30.9 +02 16 36.   83.28035|HaTr 13      |         |           |HARTL et al 1983                |
037.5-05.1 |19 15 48.5 +01 41 20.   76..9055|A 58         | 37-05 1 |19158+0141 |ABELL 1955                      |A55 45,ARO 150,VV' 489
037.7-34.5 |21 01 27.6 -11 33 54.   73..9034|NGC 7009     | 37-34 1 |21014-1133 |HERSCHEL 1782                   |ARO 16,VV 259,VV' 541,EM* CDS 1211
037.8-06.3 |19 20 24.77+01 24 56.9  90..1502|NGC 6790     | 37-06 1 |           |PICKERING 1882                  |ARO  33,VV 229,VV' 496
037.9-03.4 |19 10 36.0 +02 47 40.   76..9055|A 56         | 37-03 2 |           |ABELL 1955                      |A55 44,ARO 146,VV' 483
038.1-25.4 |20 28 52.7 -07 15 32.   83...481|A 70         | 38-25 1 |           |ABELL 1955                      |A55 57,ARO 351,VV' 536
