136.1+04.9 |  186.   71..9065                    | 190.   89..1570
136.3+05.5 |  500.   82..1158
138.1+04.1 |  340.   87..1593
138.8+02.8 |   35.   87...536
141.7-07.8 |  127.   71..9065
142.1+03.4 |    7.1  72..9045                    |  10.   88...536
143.6+23.8 |  111.   84..3036
144.3-15.5 |   20.   71..9065
144.5+06.5 |   52.   87...536, 71..9065
146.7+07.6 |    4.   85.30011                    |   4.   89..1570
147.4-02.3 |    4.   71..9065                    |   6.0  90..1502
147.8+04.1 |    6.1  87...536                    |   7.   89..1570
148.4+57.0 |  170.   87...536, 71..9065          | 170.   89..1570
149.0+04.4 |    0.   69...260                    |   0.25 90..1502
149.4-09.2 |  540.   87..1593
149.7-03.3 |  780.   87..1248
151.4+00.5 |    7.5  69...260
153.7+22.8 |  105.   87...536
153.7-01.4 |    2.   69...260                    |   5.   90..1502
156.9-13.3 |   34.   87..1593
158.8+37.1 |  270.   71..9065
158.9+17.8 | 1200.   80..1019
159.0-15.1 |    7.   87...536, 71..9065          |   7.0  90..1502
160.5-00.5 |   92.   77..1547
161.2-14.8 |    8.6  87...536, 71..9065          |   9.   90..1502
163.1-00.8 |  115.   77..1547
164.8+31.1 |  380.   71..9065
165.5-06.5 |    0.   69...260                    |   2.2  90..1502
165.5-15.2 |  132.   87...536                    | 160.   89..1570
166.1+10.4 |    8.5  67.30013                    |   7.   75...238
166.4-06.5 |   12.   77..1548                    |   1.0  89..1570
167.0-00.9 |   60.   71..9065
167.4-09.1 |    0.   69...260                    |   2.1  90..1502
170.3+15.8 |   22.   87..3004
170.7+04.6 |    0.   69...260                    |   0.45 90..1502
171.3-25.8 |   38.   71..9065
173.5+03.2 |   20.   80..1015
173.7+02.7 |   30. : CS 90                       |  30.   85..2007
173.7-05.8 |  132.   71..9065
174.2-14.6 |   20.   82.20401                    |  17.   89..1570
178.3-02.5 |   10.   69...260                    |  12.   89..1570
181.5+00.9 |   65.   78..1082
183.8+05.5 |  135.   81..1143
184.0-02.1 |    2.   82.20401                    |   2.3  90..1502
184.6+00.6 |    1.8  69...260                    |   1.5  90..1502
184.8+04.4 |    3.1  69...260
189.1+19.8 |   44.   71..9065
189.8+07.7 |    8.8  71..9065                    |  11.   89..1570
190.3-17.7 |    6.4  71..9065                    |   7.1  90..1502
192.5+07.2 |   76.   87..1593
193.6-09.5 |   24.   82.20401
194.2+02.5 |    9.   67.30013                    |   6.   90..1502
196.6-10.9 |   19.   87...536, 71..9065
197.2-14.2 |   34.   71..9065                    |  20.   89..1570
197.4-06.4 |  925.   83...109
197.8+17.3 |   19.5  87...536
197.8-03.3 |   33.   71..9065
198.6-06.3 |   37.   67.30013                    |  35.   89..1570
200.7+08.4 |   67.   71..9065
201.7+02.5 |    0.   69...260                    |   2.2  90..1502
201.9-04.6 |   40.   77..1547
204.0-08.5 |  153.   71..9065
204.1+04.7 |  415.   71..9065
204.8-03.5 |   10.5  69...260
205.1+14.2 |  615.   66..9017
205.8-26.7 |    0.   82..1530
206.4-40.5 |   21.   87...536
208.5+33.2 |  127.   71..9065
210.0+03.9 |  230.   77..1548
210.3+01.9 |   18.   71..9065
211.2-03.5 |<   5.   67.30013                    |   2.9  89..1570
211.4+18.4 |   94.   87..1593
211.9+22.6 |  170.   84..3036
212.0+04.3 |<  12.   CS 90                       |   2.3  90..1502
214.9+07.8 |   67.   71..9065
215.2-24.2 |   12.   87...536, 71..9065, 87..1248
215.5-30.8 |  760.   71..9065
215.6+03.6 |   52.   71..9065, 87...536
215.6+11.1 |   84.   67.30013
216.0-00.2 |   73.   71..9065
216.3-04.4 |   15.   77..1547
217.1+14.7 |  355.   71..9065                    | 296.   89..1570
217.4+02.0 |   15.   79..3002
218.9-10.7 |   94.   87..1593
219.1+31.2 |  970.   71..9065
220.3-53.9 |  385.   87...536, 71..9065          | 370.   89..1570
221.3-12.3 |    9.   87...536, 71..9065
221.5+46.3 |  720.   84..3036
221.7+05.3 |   12.2  71..9065
224.3+15.3 |  165.   71..9065
224.9+01.0 |   62.   77..1547
226.4-03.7 |<  10.   CS 90
226.7+05.6 |    3.   67.30013                    |   3.6  90..1502
228.2-22.1 |  132.   80..2605
228.8+05.3 |    3.   67.30013                    |   2.5  90..1502
229.6-02.7 |   62.   71..9065
231.4+04.3 |   30.   71..9065
231.8+04.1 |   64.   87...536                    |  80.   89..1570
232.0+05.7 |    0.   77..1548
232.4-01.8 |   10.   67.30013
232.8-04.7 |    0.   71..9065                    |   2.2  90..1502
233.0-10.1 |   55.   87..1594
233.5-16.3 |   34.   71..9065
234.3-06.6 |   63.   71..9065
234.8+02.4 |   16.   67.30013                    |  18.   89..1570
234.9-01.4 |    0.   CS 90                       |   4.7  90..1502
235.3-03.9 |    0.   CS 90                       |   1.8  90..1502
236.0-10.6 |  148.   87..1593
236.7+03.5 |   37.   71..9065
238.0+34.8 |  270.   71..9065
238.9+07.3 |   40.   75..9025
239.6+13.9 |   38.   87...536                    |  49.   89..1570
239.6-12.0 |   24.   82.20401
240.3+07.0 |    8.   73..9018
240.3-07.6 |    7.6  71..9065
241.0+02.3 |   13.8  71..9065
242.6-11.6 |   11.2  71..9065                    |  11.   89..1570
243.3-01.0 |   19.   71..9065
243.8-37.1 |   23.   90..1006
244.5+12.5 |  400.   71..9065
245.4+01.6 |    6.8  71..9065                    |   7.   89..1570
248.7+29.5 |  290.   71..9065
248.8-08.5 |    6.2  71..9065                    |   6.   89..1570
249.0+06.9 |    0.   77..1548
249.3-05.4 |   54.   71..9065
250.3+00.1 |   40.   71..9065
251.1-01.5 |   28.   71..9006
252.6+04.4 |   43.   71..9065
253.5+10.7 |   58.   71..9065
253.9+05.7 |    8.2  71..9065                    |  11.   89..1570
254.6+00.2 |   56.   75...211
255.3-59.6 |  373.   77..2615
255.7+03.3 |   20. : CS 90
257.1-02.6 |    8.   91.30002
257.5+00.6 |   61.   73..9025
258.0-15.7 |   82.   77..2615
258.1-00.3 |    4.4  71..9065
259.1+00.9 |   65.   71..9065
260.7+00.9 |   36.   88.30003
260.7-03.3 |   60. : CS 90
261.0+32.0 |   25.   87...536
261.6+03.0 |   24.   71..9065
261.9+08.5 |   50.   71..9065, 87...536
262.6-04.6 |   20.   80..2605
263.0-05.5 |    3.   71..9065
263.2+00.4 |  170.   71..9006
263.3-08.8 |   24.   82.20401
264.1-08.1 |   45.   71..9065
264.4-03.6 |   60. : CS 90
264.4-12.7 |    3.   71..9065
265.1-02.2 |<   5.   67.30013
265.1-04.2 |   28.   80..2605
265.7+04.1 |   13.   87...536, 71..9065
268.4+02.4 |<   5.   67.30013
269.7-03.6 |    7.   71..9065
270.1+24.8 |   54.   77..1134
272.1+12.3 |   30.   87...536
272.4-05.9 |  110.   90..2581
273.2-03.7 |   11.   71..9065
273.6+06.1 |   90.   84.28020
274.1+02.5 |    0.   91.30002
274.3+09.1 |   48.   77..2615
274.6+02.1 |    5.   67.30013
274.6+03.5 |   23.   71..9065
275.0-04.1 |   10.2  71..9065
275.2-02.9 |   10.   71..9065
275.2-03.7 |    5.   67.30013
275.3-04.7 |    2.4  71..9065
275.5-01.3 |    7.   71..9065
275.8-02.9 |   14.   71..9065
277.1-03.8 |   90.   71..9065
277.7-03.5 |  110.   73..9025
278.1-05.9 |   14.   71..9065
278.5-04.5 |   35.   71..9065
278.6-06.7 |    0.   CS 90
278.8+04.9 |   11.   71..9065
279.6-03.1 |   22.   71..9065
280.0+02.9 |   20. : CS 90
281.0-05.6 |    2.   71..9065
282.9+03.8 |   14.   71..9065
283.3+03.9 |   11.8  71..9065
283.6+25.3 |  180.   71..9006
283.8+02.2 |    7.6  71..9065
283.8-04.2 |   10.4  71..9065
283.9+09.7 |  300.   82.20401
283.9-01.8 |   21.   71..9065
285.4+01.5 |    3.   71..9065
285.4+02.2 |    0.   CS 90
285.4-01.1 |   90. : 91.30002
285.4-05.3 |    9.   71..9065
285.6-02.7 |<   5.   67.30013
285.7+01.2 |    5.   71..9065
285.7-14.9 |    9.   87...536
286.0-06.5 |    0.   CS 90
286.2-06.9 |   60. : CS 90
286.3+02.8 |   18.   71..9065
286.3-04.8 |   16.   71..9065
286.5+11.6 |  215.   77..2615
286.8-29.5 |   46.   77..1134
288.4+00.3 |   25.   71..9065
288.4-02.4 |    8.   71..9065
288.7+08.1 |   36.   77..1548
288.8-05.2 |    9.1  67.30013
288.9-00.8 |   72.   67.30013
289.6-01.6 |   20.   71..9065
289.8+07.7 |    3.   71..9065
290.1-00.4 |   19.   71..9065
290.5+07.9 |   16.   71..9065
291.3-26.2 |    0.   88.30003
291.4+19.2 |   32.   80..2605
291.6-04.8 |    5.   87...536
291.7+03.7 |    8.4  71..9065
292.4+04.1 |    5.   71..9065
292.6+01.2 |   45.   71..9065
292.7+01.9 |   12. : 91.30002
292.8+01.1 |<   5.   67.30013
293.6+01.2 |   35.   71..9065
293.6+10.9 |   82.   75...826
294.1+14.4 |   62.   77..2615
294.1+43.6 |   63.   87...536
294.6+04.7 |   19.   71..9065
294.9-00.6 |   68.   67.30013
294.9-04.3 |    0.   CS 90
295.3-09.3 |    0.   CS 90
296.3-03.0 |    4.   71..9065
296.4-06.9 |<   5.   67.30013
296.6-20.0 |   42.   87...536, 71..9065
297.4+03.7 |    3.   71..9065
298.0+34.8 |    7.   76...525
298.1-00.7 |   22.   87..1248
298.2-01.7 |   17.8  71..9065
298.3-04.8 |   63.   71..9065
299.0+18.4 |   42.   71..9006
299.4-04.1 |   72.   85..1131
299.5+02.4 |   24.   71..9065
299.8-01.3 |    6.4  71..9065
300.2+00.6 |    5.6  71..9065
300.4-00.9 |   28.   71..9065
300.5-01.1 |   10.2  71..9065
300.7-02.0 |    3.6  71..9065
300.8-03.4 |   18.   77..1548
302.2+02.5 |   12.   77..1548
302.3-01.3 |   75.   90..1202
302.6-00.9 |   48.   73..9025, 77..2615
303.6+40.0 |  770.   71..9065                    | 700.   89..1570
304.2+05.9 |   36.   77..1548
304.5-04.8 |    5.   67.30013
304.8+05.1 |<  10.   67.30013
305.1+01.4 |<  10.   67.30013
305.6-13.1 |   72.   77..1548
305.7-03.4 |   24.   77..1548
306.4-00.6 |   23.   71..9065
307.2-03.4 |  140.   71..9065
307.2-09.0 |<   5.   67.30013
307.3+05.0 |   18.   77..1548
307.5-04.9 |    4.   CK 88
308.2+07.7 |   18.   90..2581
308.6-12.2 |   31.   71..9065
309.0+00.8 |    4.   71..9065
309.0-04.2 |   17.   71..9065
309.1-04.3 |    6.   71..9065
309.2+01.3 |   68.   73..9025, 76..9003
309.5-02.9 |    0.   78..1561
310.3+24.7 |  115.   77..1134, 77..2615
310.4+01.3
310.7-02.9 |   20.   71..9065
310.8-05.9 |   16.   80..2605
311.0+02.4 |   65.   76..9003
311.1+03.4 |    0.   CS 90
311.4+02.8 |    9.   71..9065
312.3+10.5 |   12.5  71..9065, 87...536
312.6-01.8 |   10.   71..9065
313.8-12.6 |  112.   80..2605
315.0-00.3 |   32.   87...536
315.1-13.0 |    6.   71..9065
315.4+05.2 |    7.4  71..9065
315.4+09.4 |<   5.   67.30013
315.7+05.5 |   19.   80..2605
315.7-01.2 |   28.   80..2605
316.1+08.4 |   11.   71..9065
316.3-01.3 |   54.   80..2605
317.1-05.7 |   53.   71..9065
317.8+03.3 |   45.   73..9025
318.3-02.0 |   37.   71..9065
318.3-02.5 |   51.   71..9065
318.4+41.4 |  370.   71..9065                    | 360.   89..1570
318.4-03.0 |   20.   82.20401
319.2+06.8 |   14.6  71..9065
319.6+15.7 |   35.   67.30013
320.1-09.6 |    7.   71..9065
320.3-28.8 |<  10.   67.30013
320.9+02.0 |<   5.   67.30013
321.0+03.9 |    0.   91.30002
321.0+08.3 |   27.   90..2581
321.0-03.8 |   12.   85..1131
321.3+02.8 |    3.   71..9065
321.3-16.7 |<   5.   91.30002
321.8+01.9 |   27.   71..9065
322.1-06.6 |<  10.   67.30013
322.4-00.1 |    1.6  71..9065
322.4-02.6 |   26.   71..9065
322.5-05.2 |    8.   71..9065
323.1-02.5 |   18.   71..9065
323.9+02.4 |    4.6  71..9065
324.0+03.5 |   27.   89..1351
324.1+09.0 |   18.   77..1548
324.2+02.5 |    3.   71..9065
324.8-01.1 |    4.   71..9065
325.0+03.2 |    1.6  71..9065
325.4-04.0 |   14.   71..9065
325.8+04.5 |<   5.   67.30013
325.8-12.8 |    3.   88..1056
326.0-06.5 |    3.   88..1056
326.1-01.9 |   12.   79.....2
326.7+42.2 |   42.   87...536, 67.30013
327.1-01.8 |    2.6  71..9065
327.1-02.2 |    3.6  71..9065
327.5+13.3 |<   5.   67.30013
327.7-05.4 |   14.2  89.30812
327.8+10.0 |   14.   71..9065
327.8-01.6 |    5.2  71..9065
327.8-06.1 |    2.   71..9065
327.8-07.2 |   20.   71..9065
327.9-04.3 |    0.   91.30002
328.2+01.3 |   12.   77..2615
328.9-02.4 |   22.   71..9065
329.0+01.9 |   72.   71..9065
329.3-02.8 |   23.   71..9065
329.4-02.7 |    3.   71..9065
329.5+01.7 |  100.   73..9025
329.5-02.2 |   24.   83.30015
330.2+05.9 |  107.   77..1134, 77..2615
330.6-02.1 |   13.   71..9065
330.6-03.6 |   10.   71..9065
330.7+04.1 |<   1.   87..1248
330.9+04.3 |   15.   91.30002
331.0-02.7 |    3.   CK 88
331.1-05.7 |<   5.   67.30013
331.3+16.8 |    7.   71..9065                    |   1.1  84..2631
331.4+00.5 |   10.5  71..9065
331.4-03.5 |    5.   88..1056
331.5-02.7 |   10.   71..9065
331.5-03.9 |   50.   71..9065
331.7-01.0 |   25.   71..9065
332.0-03.3 |   16.   71..9065
332.2+03.5 |    8. : 91.30002
332.3-04.2 |<   5.   67.30013
332.8-16.4 |   36.   85..1131
332.9-09.9 |    0.   91.30002
333.4+01.1 |   11.   71..9065
333.4-04.0 |   42.   85..1131
334.3-01.4 |   17.   90..2581
334.3-09.3 |   16.5  71..9065
334.8-07.4 |    0.   77..1548
335.2-03.6 |   23.   85..1131
335.4+09.2 |   29.   77..1134
335.4-01.1 |   22.   71..9065
335.5+12.4 |  180.   83...423
335.6-04.0 |   24.   90..2581
335.9-03.6 |    8.8  90..2581
336.2+01.9 |   12.   67.30013
336.2-06.9 |    7.   71..9065
336.3-05.6 |    3.   71..9065
336.8-07.2 |   38.   77..1134
336.9+08.3 |    0.   91.30002
336.9-11.5 |   60.   90..2581
337.4+01.6 |<   5.   67.30013
337.4-09.1 |   18.   77..1548
337.5-05.1 |    6.   71..9065
337.6-04.2 |   17.   90..2581
338.1-08.3 |   12.5  71..9065, 87...536
338.8+05.6 |   14.5  71..9065
339.9+88.4 |  525.   80..2605
340.4-14.1 |   11. : 91.30002
340.8+10.8 |   79.   77..1134, 77..2615
340.8+12.3 |   60.   77..1134, 77..2615
340.9-04.6 |    0.   77..1548
341.2-24.6 |   43.   77..2615
341.5-09.1 |    0.   91.30002
341.6+13.7 |   40.   87...536                    |  42.   89..1570
341.8+05.4 |   24.   71..9065, 87...536
342.1+10.8 |   70.   71..9065
342.1+27.5 |    6.   71..9065                    |   7.   90..1502
342.5-14.3 |   35.5  67.30013
342.7+00.7 |   16.   71..9065
342.8-06.6 |    8.   91.30002
342.9-02.0 |   19.   71..9065
342.9-04.9 |   35.   67.30013
343.0-01.7 |    0.   CS 90
343.3-00.6 |  120.   85..1131
343.4+11.9 |    2.4  71..9065
343.5-07.8 |    5.   71..9065
343.6+03.7 |   20.   80..1013
343.9+00.8 |    5.2  71..9065
344.2+04.7 |    0.   CS 90
344.2-01.2 |   12.   71..9065
344.4+02.8 |    0.   91.30002
344.4-06.1 |    0.   CS 90
344.8+03.4 |    0.   91.30002
345.0+03.4 |    5. : 91.30002
345.0+04.3 |    0.   91.30002
345.0-04.9 |<   5.   67.30013
345.2-01.2 |    8.5  67.30013
345.2-08.8 |    9.6  67.30013
345.3-10.2 |   55.   90..2581
345.4+00.1 |   18.5  71..9065
345.5+15.1 |   71.   77..2615
345.6+06.7 |    6.6  71..9065
345.9+03.0 |   20. : 91.30002
345.9-11.2 |   24.   77..1548
346.0+08.5 |<  10.   67.30013
346.2-08.2 |   13.   67.30013
346.3-06.8 |<   5.   67.30013
346.9+12.4 |   92.   67.30013
347.4+05.8 |    0.   91.30002                    |   0.8  89..1570
347.7+02.0 |    0.   91.30002
348.0+06.3 |                                     |   3.8  90..1016
348.0-13.8 |    5.   71..9065
348.4-04.1 |    0.   91.30002
348.8-09.0 |    3.   71..9065
349.2-03.5 |   20. : 91.30002                    |  15.   90..1016
349.3-01.1 |   51.   87...536
349.3-04.2 |   83.   77..2615
349.5+01.0 |   44.5  71..9065                    |  10.    ZPB 89
349.8+04.4 |<   5.   67.30013                    |   2.    ZPB 89
350.1-03.9 |   18.   71..9065
350.5-05.0 |    7.8  71..9065
350.8-02.4 |    0.   91.30002
350.9+04.4 |    5.6  71..9065                    |   2.2  89..1570
351.0-10.4 |  162.   85..1131
351.1+04.8 |    8. : CS 90                       |   2.6  89..1570
351.2+05.2 |    5.   71..9065                    |   5.    ZPB 89
351.3+07.6 |    0.   CS 90
351.6-06.2 |    8.6  71..9065
351.7-10.9 |    8.   91.30002
351.9+09.0 |    7. : 91.30002
351.9-01.9 |    0.   CS 90
352.0-04.6 |    5.4  71..9065
352.1+05.1 |    4.2  71..9065                    |   3.7  89..1570
352.6+00.1 |    6.8  71..9065                    |  11.   89..1570
352.6+03.0 |    3.4  71..9065
352.8-00.2 |    9.6  71..9065                    |  14.   89..1570
352.9+11.4 |   23.   77..1134
352.9-07.5 |    2.   71..9065
353.2-05.2 |    7.   71..9065
353.3+06.3 |    8. : CS 90                       |   1.6   ZPB 89
353.5-04.9 |    0.   91.30002
353.7+06.3 |    7.8  71..9065
353.7-12.8 |   30.   CS 90
354.2+04.3 |    4.   71..9065                    |   4.    ZPB 89
354.4-07.8 |   12.   71..9065
354.5+03.3 |    0.   91.30002
354.9+03.5 |    0.   91.30002
355.1+02.3 |    0.   CS 90
355.1-02.9 |<   5.   67.30013                    |   0.7   ZPB 89
355.1-06.9 |<   5.   67.30013
355.2-02.5 |    0.   CS 90
355.4-02.4 |    7.2  71..9065                    |   2.8  89..1570
355.4-04.0 |    9.4  71..9065                    |  12.   89..1570
355.6-02.7 |<   5.   67.30013                    |   1.    ZPB 89
355.7-03.0 |    0.   CS 90                       |   2.7  89..1570
355.7-03.4 |    0.   91.30002
355.7-03.5 |    2.   CK 88                       |   1.1  89..1570
355.9+02.7 |    0.   CS 90                       |   2.   89..1570
355.9+03.6 |    7. : CS 90                       |   0.7  89..1570
355.9-04.2 |<   5.   67.30013                    |   3.5   ZPB 89
356.1+02.7 |    0.   CS 90                       |<  2.   88.30862
356.1-03.3 |    4.5  71..9065
356.2-04.4 |    2.4  CK 88                       |   1.7  89..1570
356.3-06.2 |    9.8  71..9065
356.5+01.5 |    0.   91.30002                    |<  9.   91..1533
356.5+05.1 |   17. : 91.30002
356.5-02.3 |    5.3  67.30013                    |   8.   89..1570
356.5-03.6 |    0.   91.30002
356.5-03.9 |<   5.   67.30013                    |   1.7  89..1570
356.6-07.8 |   12.6  71..9065
356.7-04.8 |    9.6  71..9065
356.7-06.4 |   13.2  71..9065
356.8+03.3 |    0.   CS 90                       |   1.2  88.30862
356.8-05.4 |   10.8  71..9065
356.8-11.7 |  104.   77..2615
356.9+04.4 |    0.   CS 90                       |   1.8  89..1570
356.9+04.5 |   15. : CS 90                       |   2.7  89..1570
356.9-05.8 |    6.8  71..9065
357.0+02.4 |    6.6  71..9065                    |<  5.2  88.30862
357.1+01.9 |    0.   91.30002
357.1+03.6 |    5.8  67.30013                    |   4.7  89..1570
357.1+04.4 |    8.   91.30002                    |< 10.   88.30862
357.1-04.7 |    2.   CK 88                       |   3.   89..1570
357.1-06.1 |    4.   71..9065
357.2+01.4 |    0.   CS 90
357.2+02.0 |    0.   91.30002
357.2+07.4 |    8. : CS 90                       |   1.4   ZPB 89
357.2-04.5 |    5.8  71..9065
357.3+03.3 |    4.3  67.30013
357.3+04.0 |    4.5  71..9065                    |   4.1  89..1570
357.4-03.2 |    5.4  71..9065                    |   2.2  89..1570
357.4-03.5 |<   5.   67.30013                    |   1.5  89..1570
357.4-04.6 |    5.2  71..9065                    |   5.   89..1570
357.5+03.1 |    6.   CS 90                       |   4.5   ZPB 89
357.5+03.2 |    5.3  67.30013
357.6+01.0 |   30.   78..5001
357.6+01.7 |    2.8  71..9065                    |   2.5   ZPB 89
357.6+02.6 |    0.   CS 90                       |   1.5   ZPB 89
357.6-03.3 |    4.8  71..9065
357.9-03.8 |   11.2  71..9065
357.9-05.1 |   11.2  71..9065
358.0+02.6 |    0.   CS 90
358.0+07.5 |   17.   91..3001
358.0+09.3 |   10. : CS 90
358.0-05.1 |    8.8  71..9065
358.2+03.5 |<   5.   67.30013                    |   2.0  89..1570
358.2+03.6 |    3.2  71..9065                    |   3.    ZPB 89
358.2+04.2 |    5.4  71..9065                    |   2.9  89..1570
358.2-01.1 |   13.   71..9065
358.3+01.2 |    0.   CS 90
358.3+03.0 |<   5.   67.30013                    |   0.9  89..1570
358.3-02.5 |                                     |   2.4  90..1016
358.3-21.6 |    7.   71..9065
358.4+03.3 |    0.   79.10517                    |   0.6   ZPB 89
358.5+02.6 |   37.   87..1593
358.5+02.9 |    0.   CS 90
358.5+03.7 |    0.   CS 90
358.5+05.4 |   18.   71..9065                    |  20.   89..1570
358.5-02.5 |    7.   91.30002                    |   5.7  89..1570
358.5-04.2 |    0.   91.30002                    |   1.2  89..1570
358.5-07.3 |   47.5  71..9065
358.6+01.8 |    0.   CS 90                       |   2.    ZPB 89
358.6+07.8 |    4.2  71..9065                    |   3.2  89..1570
358.6-05.5 |    9.2  71..9065
358.7+05.2 |    0.   CS 90                       |   2.5  89..1570
358.7-02.7 |    0.   CS 90
358.7-05.2 |<  10.   67.30013                    |   1.4  89..1570
358.8+03.0 |    6.   71..9065                    |   6.5  89..1570
358.8+04.0 |    0.   CS 90                       |   6.   89..1570
358.8+04.1 |   70.   87..1594                    |  60.  :88.30862
358.8-00.0 |   12.   91.30002
358.9+03.2 |    4.   71..9065                    |   3.3  89..1570
358.9+03.4 |    0.   CS 90                       |   1.4  89..1570
358.9-00.7 |    4.2  71..9065
358.9-03.7 |    3.6  71..9065
359.0+02.8 |    0.   79.10517
359.0-04.1 |    4.9  88..3092, 71..9065
359.0-04.8 |   14.   71..9065
359.1+15.1 |   34.   71..9065
359.1-01.7 |    7.6  88..3092, 88..2065, 71..9065|   7.   89..1570
359.1-02.3 |    8.2  88..3092, 88..2065, 71..9065|   6.5  89..1570
359.1-02.9 |    4.2  88..3092, 71..9065
359.2+01.2 |   24.   80..1016
359.2+04.7 |                                     |<  3.3  90..1016
359.2-33.5 |    8.   91.00001
359.3+01.4 |    0.   CS 90
359.3+03.6 |    0.   CS 90
359.3-00.9 |   15.   67.30013                    |> 13.    ZPB 89
359.3-01.8 |    4.4  88..3092, 71..9065          |   4.    ZPB 89
359.3-03.1 |<   5.   67.30013                    |   2.9  89..1570
359.4+02.3 |    0.   CS 90
359.4-03.4 |    6.2  88..3092, 88..2065, 71..9065
359.5+02.6 |    0.   CS 90
359.6+02.2 |    0.   CS 90
359.6-04.8 |    9.9  88..2065
359.7-01.8 |    6.0  88..3092, 88..2065, 71..9065|   6.6  90..1016
359.7-02.6 |    3.8  88..3092, 88..2065, 90.00001|   1.3   ZPB 89
359.7-04.4 |   13.5  88..2065
359.8+02.4 |    6.   CS 90
359.8+03.7 |    7. : CS 90                       |   1.8  89..1570
359.8+05.2 |    8.   91..3001
359.8+05.6 |<   5.   67.30013                    |   4.4  88.30862
359.8+06.9 |   10.   67.30013                    |  11.2  91..1533
359.8-07.2 |<  10.   67.30013
359.9+05.1 |   17.   71..9065                    |  17.   89..1570
359.9-04.5 |    4.8  88..2065, 90.00001          |   2.5   ZPB 89
359.9-05.4 |   11.8  88..2065
